Ruc|Nombre/Razon|A partir del|Resolucion|
20100717124|PROTECCION Y RESGUARDO S A|01/07/2015|RS R.S.139-2015|
20478223278|PROTEICOS CONCENTRADOS S.A.C.|01/03/2014|RS R.S.378-2013|
20508432381|PROTERM PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20483957590|PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD ANONIMA CERRADA|01/03/2014|RS R.S.378-2013|
20497219940|PROVEEDORES MINEROS S.A.C.|01/03/2014|RS R.S.378-2013|
20380419247|PROVIAS DESCENTRALIZADO|01/06/2002|RS R.S.037-2002|
20543206718|PROYECTA & CONSTRUYE S.A.|01/02/2015|RS R.S.395-2014|
20493036611|PROYECTO DELTA SOCIEDAD ANONIMA CERRADA - PROYECTO DELTA S.A.C.|01/06/2017|RS R.S.095-2017|
20154446738|PROYECTO ESP. BINACIONAL PUYANGO TUMBES|01/11/2002|RS R.S.135-2002|
20170639520|PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION RECURSOS HIDRICOS DE TACNA|01/11/2002|RS R.S.135-2002|
20162117379|PROYECTO ESPECIAL BINACIONAL LAGO TITICACA|01/12/2019|RS R.S.203-2019|
20156058719|PROYECTO ESPECIAL CHAVIMOCHIC|01/11/2002|RS R.S.135-2002|
20164359701|PROYECTO ESPECIAL CHINECAS|01/11/2002|RS R.S.135-2002|
20207736261|PROYECTO ESPECIAL DE DESARROLLO INTEGRAL DE LA CUENCA DEL RIO PUTUMAYO|01/11/2002|RS R.S.135-2002|
20503503639|PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL|01/11/2002|RS R.S.135-2002|
20148168955|PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJ|01/12/2019|RS R.S.203-2019|
20156046974|PROYECTO ESPECIAL JEQUETEPEQUE ZA�A|01/11/2002|RS R.S.135-2002|
20600378059|PROYECTO ESPECIAL LEGADO JUEGOS PANAMERICANOS Y PARAPANAMERICANOS|01/12/2019|RS R.S.203-2019|
20148346055|PROYECTO ESPECIAL OLMOS TINAJONES|01/12/2019|RS R.S.203-2019|
20143122850|PROYECTO ESPECIAL SIERRA CENTRO SUR|01/11/2002|RS R.S.135-2002|
20517749142|PROYECTOS DE INFRAESTRUCTURA DEL PERU S.A.C.|01/09/2010|RS R.S.217-2010|
20518180917|PROYECTOS E INVERSIONES TORATTO S.A.C. EN LIQUIDACI�N|01/06/2017|RS R.S.095-2017|
20374818661|PROYECTOS EJECUCION Y MONTAJES INDST.SA|01/03/2014|RS R.S.378-2013|
20515300121|PROYECTOS INDUSTRIALES JR SAC|01/06/2017|RS R.S.095-2017|
20110168803|PROYECTOS MEDICOS S.A.|01/06/2002|RS R.S.037-2002|
20505612753|PT MARKET S.R.L.|01/02/2004|RS R.S. 008-2004|
20167930868|PTS S.A|01/06/2002|RS R.S.037-2002|
20510886209|PUERTO MADERO S.A.C.|01/07/2015|RS R.S.139-2015|
20419323170|PUIG PERU S.A.|01/02/2004|RS R.S. 008-2004|
20105367407|PUNTO BLANCO S.A.C.|01/05/2004|RS R.S.083-2004|
20293658146|PUNTO DE DISTRIBUCION S.A.C.|01/06/2012|RS R.S.096-2012|
20306838386|PUNTO VISUAL S.A.|01/03/2014|RS R.S.378-2013|
20517952533|PURA FRUIT COMPANY S.A.|01/03/2014|RS R.S.378-2013|
20100058503|PURATOS PERU S.A.|01/06/2002|RS R.S.037-2002|
20512404481|PURE LOVE TEXTILE INTERNATIONAL IMPORT Y EXPORT S.A.C.|01/09/2016|RS R.S.180-2016|
20524501521|PVC GERFOR PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20332473388|PVEP-PERENCO PERU LIMITED, SUCURSAL DEL PERU|01/11/2012|RS R.S.228-2012|
20524045843|Q.P.R. SAC|01/02/2015|RS R.S.395-2014|
20546357377|QSI PERU S.A.|01/03/2014|RS R.S.378-2013|
20371828851|QUAD/GRAPHICS PERU S.R.L.|01/02/2003|RS R.S.181-2002|
20548618003|QUANTA SERVICES PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20477793674|QUICORNAC S.A.C.|01/03/2014|RS R.S.378-2013|
20101200125|QUIMEX S A|01/06/2012|RS R.S.096-2012|
20501820025|QUIMICA MARTELL S.A.C.|01/07/2015|RS R.S.139-2015|
20100085225|QUIMICA SUIZA SOCIEDAD ANONIMA CERRADA - QUIMICA SUIZA S.A.C.|01/06/2002|RS R.S.037-2002|
20211040352|QUIMICOS GOICOCHEA S.A.C.|01/11/2012|RS R.S.228-2012|
20112810791|QUIMICOS INSUMOS Y MATERIALES S.A.C.|01/09/2016|RS R.S.180-2016|
20330791501|QUIMPAC S.A.|01/06/2002|RS R.S.037-2002|
20110200201|QUIMTIA S.A.|01/02/2003|RS R.S.181-2002|
20454180811|R & J INTEROCEANICA S.A.C.|01/03/2014|RS R.S.378-2013|
20539764927|R & S MINING S.A.C.|01/06/2017|RS R.S.095-2017|
20100401836|R. MUELLE S.A.C. EN LIQUIDACION|01/03/2014|RS R.S.378-2013|
20562926322|R. TRADING S.A.|01/09/2016|RS R.S.180-2016|
20250447117|R.A.B IMPORT E.I.R.L|01/09/2016|RS R.S.180-2016|
20330807190|R.T.C.PERU S.R.L.  EN LIQUIDACION|01/02/2006|RS R.S.254-2005|
20600192176|R.T.G. REPUESTOS SOCIEDAD ANONIMA CERRADA - R.T.G. REPUESTOS S.A.C.|01/09/2016|RS R.S.180-2016|
20100814162|RACIONALIZACION EMPRESARIAL SA|01/06/2002|RS R.S.037-2002|
20101065759|RAGEN S.A.|01/09/2016|RS R.S.180-2016|
20100039207|RANSA COMERCIAL S.A.C|01/02/2003|RS R.S.181-2002|
20378890161|RASH PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20520485750|RB HEALTH PERU S.R.L.|01/06/2012|RS R.S.096-2012|
20517668657|RD RENTAL SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20100005566|REACTIVOS NACIONALES S A|01/06/2002|RS R.S.037-2002|
20511315922|REAL PLAZA S.R.L.|01/09/2010|RS R.S.217-2010|
20522961613|RECICLAJE Y VALORIZACION S.A.C.|01/03/2014|RS R.S.378-2013|
20536982630|RECIEXPORTA S.A.C|01/11/2012|RS R.S.228-2012|
20415531037|RECIP. ENVASES Y ESTAMPAD. METALICOS SA|01/06/2002|RS R.S.037-2002|
20195937541|RECKITT BENCKISER PERU S.A.|01/03/2014|RS R.S.378-2013|
20526938535|RECREATIVOS FARGO SAC|01/02/2015|RS R.S.395-2014|
20504264913|RECUPERACIONES Y REPRESENTACIONES NEGOCI S.A.C.-R & R NEGOCI S.A.C.|01/09/2018|RS R.S.182-2018|
20505880171|RED DE COMBUSTIBLES LIQUIDOS SAC REDCOL SAC|01/01/2007|RS R.S.219-2006|
20504645046|RED DE ENERGIA DEL PERU SA|01/02/2003|RS R.S.181-2002|
20167237895|RED DE SALUD CAMANA CARAVELI DEL GOBIERNO REGIONAL DE AREQUIPA|01/11/2002|RS R.S.135-2002|
20221084684|REDONDOS S A|01/02/2003|RS R.S.181-2002|
20259829594|REFINERIA LA PAMPILLA S.A.A|01/06/2002|RS R.S.037-2002|
20525512267|REFRIGERADOS FISHOLG & HIJOS SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20140266575|REGION CUSCO PLAN MERISS INKA|01/11/2002|RS R.S.135-2002|
20487911586|REGION LAMBAYEQUE - HOSPITAL REGIONAL LAMBAYEQUE|01/12/2019|RS R.S.203-2019|
20453223788|REGION TACNA HOSPITAL DE APOYO H.UNANUE|01/11/2002|RS R.S.135-2002|
20295613620|REGIST. NAC. DE IDENTIF. Y ESTADO CIVIL|01/06/2002|RS R.S.037-2002|
20423547678|REGUS BUSINESS CENTRE (PERU) S.A.|01/11/2012|RS R.S.228-2012|
20306363761|REMICSA DRILLING S.A.|01/11/2012|RS R.S.228-2012|
20100131863|RENA WARE DEL PERU S A|01/06/2002|RS R.S.037-2002|
20100359708|RENOVA S.A.C.|01/06/2002|RS R.S.037-2002|
20509959766|RENTAEQUIPOS LEASING PERU S.A.|01/12/2011|RS R.S.257-2011|
20509031500|RENTING S.A.C.|01/11/2012|RS R.S.228-2012|
20138998780|RENZO COSTA S.A.C.|01/02/2015|RS R.S.395-2014|
20397609082|REPALSA S.A.|01/11/2012|RS R.S.228-2012|
20100202124|REPARACIONES Y SERVICIOS DEL SUR S.A.C.|01/06/2012|RS R.S.096-2012|
20412708459|REPRESENTACIONES CASTILLO SOCIEDAD ANONIMA|01/11/2012|RS R.S.228-2012|
20250650001|REPRESENTACIONES CENTER S.A.|01/09/2016|RS R.S.180-2016|
20101359582|REPRESENTACIONES COMERCIALES FILAMER YRUPAILLA SAC-RECOFYSAC|01/11/2012|RS R.S.228-2012|
20112554778|REPRESENTACIONES COMERCIALES RICHARD S.R.L.|01/03/2014|RS R.S.378-2013|
20100061474|REPRESENTACIONES DECO S.A.C|01/06/2002|RS R.S.037-2002|
20510121351|REPRESENTACIONES E INVERSIONES O Y R SOCIEDAD ANONIMA CERRADA|01/07/2015|RS R.S.139-2015|
20100205492|REPRESENTACIONES INTERNACIONALES S.A.C.|01/12/2011|RS R.S.257-2011|
20306637305|REPRESENTACIONES MARTIN S.A.C|01/06/2003|RS R.S.101-2003|
20509030791|REPRESENTACIONES OLEAGINOSAS VICTORIA S.A.C.|01/09/2016|RS R.S.180-2016|
20475833229|REPRESENTACIONES PERUANAS DEL SUR S.A.|01/09/2016|RS R.S.180-2016|
20421154288|REPRESENTACIONES SAN JORGE EIRL|01/11/2012|RS R.S.228-2012|
20510367864|REPRESENTACIONES SANTA APOLONIA S.A.C.|01/06/2012|RS R.S.096-2012|
20100990998|REPRESENTACIONES TECNIMOTORS E I R L|01/06/2002|RS R.S.037-2002|
20128836170|REPRESENTACIONES VARGAS S.A.|01/02/2015|RS R.S.395-2014|
20505006675|REPRESENTACIONES YAGO S.A.C.|01/09/2016|RS R.S.180-2016|
20102309180|REPRIND S.A.C.|01/03/2014|RS R.S.378-2013|
20503840121|REPSOL COMERCIAL SAC|01/02/2003|RS R.S.181-2002|
20258262728|REPSOL EXPLORACION PERU SUCURSAL DEL PER U|01/01/2007|RS R.S.219-2006|
20513320753|REPSOL MARKETING S.A.C.|01/09/2007|RS R.S.156-2007|
20555702991|REPSOL TRADING PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20100085578|REPUESTOS NUEVOS S A (RENU S A )|01/06/2002|RS R.S.037-2002|
20600519671|REPUESTOS Y SUMINISTROS EL EMPRENDEDOR E.I.R.L.|01/09/2018|RS R.S.182-2018|
20100307902|RESEMIN S.A.|01/06/2002|RS R.S.037-2002|
20100065038|RESINPLAST S.A.|01/06/2002|RS R.S.037-2002|
20297451023|RESONANCIA MEDICA S.R.LTDA.|01/02/2015|RS R.S.395-2014|
20518243773|REY EXPORT INTERNACIONAL S.A.C.|01/03/2014|RS R.S.378-2013|
20511515182|RGB MOVIMIENTO DE TIERRA S.R.L.|01/09/2016|RS R.S.180-2016|
20504927700|RHIN TEXTIL S.A.C.|01/03/2014|RS R.S.378-2013|
20508555629|RIBERAS DEL MAR S.A.C|01/02/2015|RS R.S.395-2014|
20121685435|RICO POLLO SAC|01/06/2003|RS R.S.101-2003|
20515319574|RICOH DEL PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20414955020|RIMAC S.A. ENTIDAD PRESTADORA DE SALUD|01/06/2002|RS R.S.037-2002|
20100041953|RIMAC SEGUROS Y REASEGUROS|01/06/2002|RS R.S.037-2002|
20512162291|RINOL PAVIMENTA S.A.C.|01/11/2012|RS R.S.228-2012|
20100617332|RINTI S A|01/06/2002|RS R.S.037-2002|
20352429709|RIO BRAVO S.A.C. EN LIQUIDACI�N|01/06/2012|RS R.S.096-2012|
20512365648|RIO TINTO MINERA PERU LIMITADA SAC|01/09/2008|RS R.S.124-2008|
20100352525|RIVELSA S.A.C.|01/09/2018|RS R.S.182-2018|
20508596732|RMB SATECI SOCIEDAD ANONIMA CERRADA - RMB SATECI SAC|01/06/2012|RS R.S.096-2012|
20120046307|ROAYA S.A.C CONTRATISTAS GENERALES|01/03/2014|RS R.S.378-2013|
20524506166|ROBERT BOSCH S.A.C.|01/02/2015|RS R.S.395-2014|
20508810912|ROBOCON SERVICIOS S.A.C.|01/11/2012|RS R.S.228-2012|
20556799327|ROCHE FARMA (PERU) S.A.|01/09/2016|RS R.S.180-2016|
20468787360|ROCHEM BIOCARE DEL PERU S.A.C|01/09/2016|RS R.S.180-2016|
20469962246|ROCK DRILL CONTRATISTAS CIVILES Y MINEROS S.A.C.|01/06/2012|RS R.S.096-2012|
20563515741|RODRICK EXPORT E.I.R.L.|01/09/2016|RS R.S.180-2016|
20600229762|ROHDE & SCHWARZ COLOMBIA S.A.S. SUCURSAL PERU|01/09/2016|RS R.S.180-2016|
20501929388|ROMERO / TORRES S.A.C.|01/09/2016|RS R.S.180-2016|
20258886420|ROSEN PERU S.A.|01/06/2002|RS R.S.037-2002|
20519330017|ROSSELLO & CIA SA|01/02/2015|RS R.S.395-2014|
20101314724|ROTAPEL S A|01/09/2016|RS R.S.180-2016|
20602679188|RTM COMERCIAL S.A.C.|01/12/2019|RS R.S.203-2019|
20343680580|RUAG S.R.LTDA|01/02/2015|RS R.S.395-2014|
20529464178|RUBI GAMING S.A.C|01/02/2015|RS R.S.395-2014|
20550372640|RUTAS DE LIMA S.A.C.|01/02/2015|RS R.S.395-2014|
20535747424|RVR AGRO S.R.L.|01/03/2014|RS R.S.378-2013|
20538161269|RW OUTFITTERS PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20542089106|S & M FOODS SOCIEDAD ANONIMA CERRADA - S & M FOODS S.A.C.|01/07/2015|RS R.S.139-2015|
20447973996|S & S  EJECUTORES Y SUMINISTROS SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20386825042|S.C. JOHNSON & SON DEL PERU S.A.|01/03/2014|RS R.S.378-2013|
20431080002|S.G NATCLAR S.A.C|01/03/2014|RS R.S.378-2013|
20191100876|S.M.R.L. SANTA BARBARA DE TRUJILLO|01/07/2015|RS R.S.139-2015|
20518674081|S.R.K. SOCIEDAD AN�NIMA CERRADA S.R.K. S.A.C.|01/09/2016|RS R.S.180-2016|
20100131430|SACOS PISCO S.A.C.|01/06/2002|RS R.S.037-2002|
20548040320|SACYR CONSTRUCCION S.A. SUCURSAL DEL PERU|01/12/2019|RS R.S.203-2019|
20393864967|SAGA FALABELLA ORIENTE S.A.C.|01/07/2015|RS R.S.139-2015|
20100128056|SAGA FALABELLA S A|01/06/2002|RS R.S.037-2002|
20462262087|SAINT-GOBAIN ABRASIVOS Y ADHESIVOS PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20451775210|SAINT-GOBAIN PRODUCTOS PARA LA CONSTRUCCION S.A.C.|01/07/2015|RS R.S.139-2015|
20293755770|SAKANA DEL PERU S.A|01/02/2015|RS R.S.395-2014|
20603487321|SALAVERRY TERMINAL INTERNACIONAL S.A.|01/12/2019|RS R.S.203-2019|
20208423003|SALES Y DERIVADOS DE COBRE SA|01/05/2011|RS R.S.082-2011|
20549473301|SALLY PERU HOLDINGS S.A.C. - EN LIQUIDACION|01/06/2017|RS R.S.095-2017|
20371132989|SALON DE JUEGOS PORTAL S.A.|01/07/2015|RS R.S.139-2015|
20537698889|SAMAY I SOCIEDAD ANONIMA|01/09/2016|RS R.S.180-2016|
20348511824|SAMITEX SA|01/06/2002|RS R.S.037-2002|
20551938353|SAMSONITE PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20300263578|SAMSUNG ELECTRONICS PERU SAC|01/06/2012|RS R.S.096-2012|
20600131363|SAMSUNG SDS GLOBAL SCL PER� SOCIEDAD AN�NIMA CERRADA|01/12/2019|RS R.S.203-2019|
20501730468|SAMUEL CHAMOCHUMBI & ASOCIADOS SAC|01/02/2015|RS R.S.395-2014|
20125327509|SAN BARTOLOME S.A.|01/06/2002|RS R.S.037-2002|
20100154308|SAN FERNANDO S.A.|01/06/2002|RS R.S.037-2002|
20267086487|SAN JOSE CONSTRUCTORA PERU S.A.|01/12/2011|RS R.S.257-2011|
20102078781|SAN MARTIN CONTRATISTAS GENERALES S.A.|01/02/2004|RS R.S. 008-2004|
20136222725|SAN MIGUEL FRUITS PERU S.A.|01/06/2012|RS R.S.096-2012|
20513320915|SAN MIGUEL INDUSTRIAS PET S.A.|01/03/2009|RS R.S.030-2009|
20601616581|SAN MIGUEL TAPAS PERU S.A.C.|01/09/2018|RS R.S.182-2018|
20510257171|SAN VICENTE TEXTIL COTTON S.A.C|01/09/2016|RS R.S.180-2016|
20477233458|SANCHEZ RICO INGENIERIA Y CONSTRUCCION S.A.C.|01/07/2015|RS R.S.139-2015|
20522100626|SANDPOL INVESTMENTS S.A.C. - SANDPOL S.A.C.|01/09/2016|RS R.S.180-2016|
20100134706|SANDVIK DEL PERU S A|01/06/2002|RS R.S.037-2002|
20138651917|SANICENTER S.A.C.|01/02/2015|RS R.S.395-2014|
20514737364|SANIHOLD S.A.C.|01/05/2011|RS R.S.082-2011|
20523470761|SANITAS PERU S.A. - EPS|01/02/2015|RS R.S.395-2014|
20100096855|SANOFI-AVENTIS DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20510865627|SANTA SOFIA DEL SUR S.A.C.|01/05/2011|RS R.S.082-2011|
20100097746|SANTIAGO QUEIROLO S.A.C.|01/06/2012|RS R.S.096-2012|
20100297915|SANTIAGO RODRIGUEZ BANDA S.A.C.|01/03/2014|RS R.S.378-2013|
20100366151|SANTILLANA SA|01/06/2002|RS R.S.037-2002|
20279232322|SANTO DOMINGO CONTRATISTAS GENERALES S.A|01/11/2012|RS R.S.228-2012|
20378721998|SAP PERU SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20168702346|SAPET DEVELOPMENT PERU INC SUCURSAL PERU|01/06/2002|RS R.S.037-2002|
20552691734|SAPISCO COMERCIAL S.A.C.|01/09/2016|RS R.S.180-2016|
20100412366|SAVAR AGENTES DE ADUANA S A|01/06/2012|RS R.S.096-2012|
20203058781|SAVIA PERU S.A.|01/06/2002|RS R.S.037-2002|
20474868312|SC INGENIERIA Y CONSTRUCCION S.A.C.|01/11/2012|RS R.S.228-2012|
20455178291|SC PACKING S.A.C.|01/07/2015|RS R.S.139-2015|
20445089312|SCALLOPS PERU SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20101363008|SCANIA DEL PERU S A|01/06/2002|RS R.S.037-2002|
20463958590|SCHARFF LOGISTICA INTEGRADA S.A.|01/11/2012|RS R.S.228-2012|
20329973256|SCHLUMBERGER DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20427801625|SCHNEIDER ELECTRIC PERU S.A.|01/02/2015|RS R.S.395-2014|
20101085199|SCHROTH CORPORACION PAPELERA S.A.C.|01/02/2004|RS R.S. 008-2004|
20100043140|SCOTIABANK PERU SAA|01/02/2003|RS R.S.181-2002|
20512436090|SDF ENERGIA S.A.C.|01/11/2012|RS R.S.228-2012|
20255254937|SEABOARD OVERSEAS PERU S.A.|01/06/2002|RS R.S.037-2002|
20506548188|SEACORP PERU S.A.C.|01/07/2015|RS R.S.139-2015|
20356922311|SEAFROST S.A.C.|01/05/2011|RS R.S.082-2011|
20348938704|SECURGRAMA S.R.L.|01/07/2015|RS R.S.139-2015|
20117920144|SECURITAS S.A.C.|01/11/2012|RS R.S.228-2012|
20507858156|SECURITY SIGNS & SYSTEMS DE PERU SAC|01/09/2016|RS R.S.180-2016|
20131911310|SEDALIB S.A.|01/03/2009|RS R.S.030-2009|
20100211034|SEDAPAR S.A.|01/03/2009|RS R.S.030-2009|
20261239923|SEDISA S.A.C.|01/06/2012|RS R.S.096-2012|
20106836451|SEGO SEGURIDAD OPTIMA S A|01/09/2016|RS R.S.180-2016|
20517660249|SEGURIDAD INDUSTRIAL GABIC E.I.R.L.|01/09/2018|RS R.S.182-2018|
20131529181|SEGURINDUSTRIA SA|01/06/2012|RS R.S.096-2012|
20505208626|SEGURO INTEGRAL DE SALUD|01/02/2015|RS R.S.395-2014|
20131257750|SEGURO SOCIAL DE SALUD|01/06/2002|RS R.S.037-2002|
20463627488|SEGUROS SURA|01/06/2002|RS R.S.037-2002|
20517426726|SEIDOR CONSULTING PERU SAC|01/02/2015|RS R.S.395-2014|
20268908707|SEKERO S.R.L.|01/09/2016|RS R.S.180-2016|
20131529008|SEKUR PERU S.A.|01/06/2012|RS R.S.096-2012|
20504524176|SELVA INDUSTRIAL S.A.|01/12/2011|RS R.S.257-2011|
20100576474|SEMINARIO Y CIA S.A.B. S. A.|01/06/2002|RS R.S.037-2002|
20264797544|SENCINET LATAM PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20512857869|SERCOSTA SAC|01/03/2014|RS R.S.378-2013|
20444503999|SERMINAS SOCIEDAD ANONIMA CERRADA - SERMINAS S.A.C.|01/03/2014|RS R.S.378-2013|
20100472261|SERRATURE S A|01/09/2016|RS R.S.180-2016|
20100152356|SERV AGUA POTAB Y ALCANT DE LIMA-SEDAPAL|01/06/2002|RS R.S.037-2002|
20102177925|SERV ESP Y LOGISTICA EN GENERAL SA|01/07/2015|RS R.S.139-2015|
20321811559|SERV.DE TRANSP. Y MOVIM.DE TIERRAS EIRL.|01/02/2015|RS R.S.395-2014|
20131376503|SERVIC NAC DE ADIESTRAM EN TRABAJ INDUST|01/02/2015|RS R.S.395-2014|
20377674686|SERVICENTRO SMILE S.A.|01/11/2012|RS R.S.228-2012|
20452262399|SERVICENTROS PLAZA SAC|01/11/2012|RS R.S.228-2012|
20337101276|SERVICIO DE ADMINISTRACION TRIBUTARIA|01/06/2002|RS R.S.037-2002|
20143079075|SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AYACUCHO S.A|01/09/2004|RS R.S.184-2004|
20145913544|SERVICIO DE PARQUES DE LIMA SERPAR - LIMA|01/11/2012|RS R.S.228-2012|
20478053178|SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP|01/09/2016|RS R.S.180-2016|
20131377810|SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION|01/11/2002|RS R.S.135-2002|
20131373075|SERVICIO NACIONAL DE SANIDAD AGRARIA|01/11/2002|RS R.S.135-2002|
20562836927|SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE - SERFOR|01/12/2019|RS R.S.203-2019|
20131366028|SERVICIO NACIONAL METEOROLOGIA E HIDROL.|01/11/2002|RS R.S.135-2002|
20510625235|SERVICIOS AEREOS DE LOS ANDES S.A.C.|01/06/2012|RS R.S.096-2012|
20202698124|SERVICIOS BASICOS DE SALUD CANETE-YAUYOS|01/11/2002|RS R.S.135-2002|
20545697697|SERVICIOS COMPARTIDOS DE RESTAURANTES S.A.C.|01/02/2015|RS R.S.395-2014|
20519395224|SERVICIOS DE CALL CENTER DEL PERU S.A.|01/02/2015|RS R.S.395-2014|
20559500918|SERVICIOS DE MINERIA Y CONSTRUCCION LA CIMA S.A.C. - SERMICONCI S.A.C.|01/06/2017|RS R.S.095-2017|
20302012645|SERVICIOS DE MOLDES PLASTICOS S.A.C.|01/11/2012|RS R.S.228-2012|
20461665820|SERVICIOS DE SALUD MONTEFIORI SAC|01/02/2015|RS R.S.395-2014|
20377892918|SERVICIOS FINANCIEROS TOTAL EDPYME|01/12/2011|RS R.S.257-2011|
20510052014|SERVICIOS FLEXIBLES SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20447524415|SERVICIOS GENERALES ARAGON S.A.C.|01/02/2015|RS R.S.395-2014|
20518726146|SERVICIOS GENERALES SATURNO S.A.C. - SERGESAT S.A.C.|01/02/2015|RS R.S.395-2014|
20483851171|SERVICIOS GENERALES VIVIANA EIRL|01/11/2012|RS R.S.228-2012|
20100003351|SERVICIOS INDUSTRIALES DE LA MARINA S.A.|01/06/2002|RS R.S.037-2002|
20100362598|SERVICIOS INTEGRADOS DE LIMPIEZA SA (SIL SA)|01/06/2002|RS R.S.037-2002|
20502454545|SERVICIOS LOGISTICOS DE COURIER DEL PERU S.A.C.|01/11/2012|RS R.S.228-2012|
20504080197|SERVICIOS MEDICOS DE DIAGNOSTICO S.A.|01/07/2015|RS R.S.139-2015|
20542001969|SERVICIOS MEDIO MUNDO S.A.C.|01/02/2015|RS R.S.395-2014|
20504898173|SERVICIOS PETROLEROS Y CONSTRUCCIONES SEPCON S.A.C.|01/01/2007|RS R.S.219-2006|
20413480460|SERVICIOS POLUX S.A.C. - EN LIQUIDACION|01/11/2012|RS R.S.228-2012|
20256136865|SERVICIOS POSTALES DEL PERU SOCIEDAD ANONIMA     "SERPOST S.A."|01/06/2002|RS R.S.037-2002|
20504608191|SERVICIOS TRACKLESS LEON S.A.C.|01/07/2015|RS R.S.139-2015|
20553108404|SERVICIOS VC PERU SOCIEDAD ANONIMA CERRADA - SERVICIOS VC PERU S.A.C.|01/06/2017|RS R.S.095-2017|
20462527137|SERVICIOS,COBRANZAS E INVERSIONES S.A.C.|01/09/2007|RS R.S.156-2007|
20123353341|SERVIMATIC S.A.C.|01/02/2004|RS R.S. 008-2004|
20429350264|SERVOSA CARGO S.A.C.|01/03/2014|RS R.S.378-2013|
20524279160|SERVOSA COMBUSTIBLES SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20516822202|SERVOSA GAS S.A.C.|01/11/2012|RS R.S.228-2012|
20504061052|SESUVECA DEL PERU S.A.C.|01/12/2011|RS R.S.257-2011|
20554230246|SEVEN INGENIERIA Y CONSTRUCCION S.A.C.|01/09/2016|RS R.S.180-2016|
20264545812|SEVILLA RODRIGUEZ SRL|01/11/2012|RS R.S.228-2012|
20100114349|SGS DEL PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20505792042|SHAHUINDO S.A.C.|01/12/2011|RS R.S.257-2011|
20492262685|SHEN PE RESOURCES INVESTMENT S.A.C.|01/11/2012|RS R.S.228-2012|
20427862331|SHERWIN-WILLIAMS PERU S.R.L.|01/03/2014|RS R.S.378-2013|
20325493811|SHOUGANG GENERACION ELECTRICA S.A.A.|01/02/2003|RS R.S.181-2002|
20100142989|SHOUGANG HIERRO PERU S.A.A.|01/06/2002|RS R.S.037-2002|
20546301312|SICIM S.P.A. SUCURSAL DEL PERU|01/02/2015|RS R.S.395-2014|
20447781655|SICMA SOCIEDAD ANONIMA CERRADA|01/07/2015|RS R.S.139-2015|
20303180720|SIEMENS ENERGY SOCIEDAD ANONIMA CERRADA|01/02/2003|RS R.S.181-2002|
20486229927|SIERRA MACHINES S.A.C.|01/02/2015|RS R.S.395-2014|
20153045021|SIGDELO S.A.|01/06/2002|RS R.S.037-2002|
20268214527|SIGELEC S.A.C.|01/11/2012|RS R.S.228-2012|
20511937923|SIGMA - FONDO DE INVERSION EN LEASING OPERATIVO - LEASOP I|01/11/2012|RS R.S.228-2012|
20476029474|SIGMA ENTERPRISES PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20110614609|SIGMA SA CONTRATISTAS GENERALES|01/11/2012|RS R.S.228-2012|
20547713045|SIGNIA SOLUCIONES LOGISTICAS S.A.C.|01/07/2015|RS R.S.139-2015|
10062257151|SIGUE�AS FERNANDEZ SEGUNDO RAMON|01/02/2015|RS R.S.395-2014|
20254305066|SIKA PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20552677405|SILVATEAM PERU COMERCIAL S.A.C.|01/09/2016|RS R.S.180-2016|
20502435672|SILVATEAM PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20549929631|SILVER CASCAS S.A.C.|01/07/2015|RS R.S.139-2015|
